gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Female,0,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),93.9,6579.05,True,0
Male,0,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),114.1,8086.4,False,0
Male,0,False,True,3,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),54.7,169.45,True,1
Female,0,True,False,63,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Electronic check,96.0,6109.75,False,0
Male,0,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),46.0,84.5,True,1
Female,0,True,False,64,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Mailed check,74.35,4759.55,False,0
Male,0,True,True,5,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Electronic check,84.5,453.75,True,1
Female,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),117.5,8670.1,False,0
Male,0,False,True,37,True,No,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Credit card (automatic),61.45,2302.35,False,0
Female,0,True,False,65,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,False,Credit card (automatic),58.9,3857.1,False,0
Female,0,True,True,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,20.4,1090.65,False,0
Male,0,True,True,28,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),60.0,1682.05,False,0
Male,0,False,False,9,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,94.05,811.65,False,1
Female,0,True,True,64,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),104.4,6721.6,False,0
Male,0,False,True,49,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),75.2,3678.3,True,0
Female,0,False,False,29,True,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),68.85,1970.5,True,0
Female,0,False,True,65,False,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,False,Mailed check,45.25,2933.95,False,0
Male,0,True,False,40,True,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,False,Credit card (automatic),70.75,2921.75,False,0
Male,0,True,False,22,True,No,DSL,Yes,No,No,Yes,No,No,One year,True,Credit card (automatic),56.25,1292.2,False,0
Female,0,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.25,71.2,False,0
Male,0,True,True,25,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,True,Electronic check,90.4,2178.6,True,1
Female,0,False,False,63,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),108.25,6780.1,False,0
Male,0,False,False,45,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),50.9,2298.55,False,0
Female,0,True,True,49,True,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),78.0,3824.2,False,0
Female,0,False,True,14,True,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,True,Mailed check,86.0,1164.05,False,1
Male,0,False,False,5,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Mailed check,104.1,541.9,True,1
Male,0,False,False,10,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Electronic check,98.9,1064.95,False,1
Male,0,False,False,21,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Mailed check,43.55,1011.5,False,1
Male,0,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),79.4,5528.9,False,0
Female,0,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.9,541.15,True,1
Male,0,True,True,71,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),73.35,5154.5,False,0
Male,0,False,False,51,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),24.6,1266.4,False,0
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.15,20.15,False,1
Male,0,False,False,2,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),73.25,131.05,True,1
Male,0,False,False,8,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),54.75,438.05,False,0
Female,0,False,False,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.95,683.25,False,0
Female,0,True,True,31,True,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),80.55,2471.6,False,0
Male,0,True,True,70,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,1790.15,False,0
Female,0,True,True,50,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,True,Bank transfer (automatic),80.05,4042.2,False,0
Male,0,False,False,31,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,55.25,1715.65,True,0
Female,0,True,True,18,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.1,428.45,False,0
Female,0,True,True,45,True,No,DSL,No,Yes,No,Yes,No,No,One year,True,Credit card (automatic),54.15,2319.8,True,0
Female,0,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.15,196.9,True,1
Male,0,False,False,44,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),100.1,4378.35,False,0
Female,1,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.45,19.45,True,1
Female,0,True,True,3,True,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Electronic check,80.0,241.3,False,1
Female,0,False,False,20,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.35,927.15,False,1
Male,0,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,18.95,130.55,False,0
Female,0,False,True,41,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),45.2,1841.9,False,0
Female,0,True,True,72,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Mailed check,74.55,5430.65,False,0
Female,0,True,False,69,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),106.4,7251.9,False,0
Female,0,True,True,72,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),85.9,6110.75,False,0
Male,0,False,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.8,1424.2,False,0
Male,1,False,False,52,False,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),48.8,2555.05,False,0
Female,0,False,False,1,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),55.0,55,True,1
Male,0,True,True,24,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),70.3,1706.45,False,0
Male,0,False,True,17,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,80.85,1445.95,False,0
Male,0,True,True,6,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.8,377.85,False,1
Male,0,True,False,52,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),95.65,5088.4,False,0
Female,0,False,False,4,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Credit card (automatic),55.5,227.35,False,1
Male,0,False,False,2,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,100.2,198.5,False,1
Female,0,False,False,3,False,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Mailed check,34.25,139.35,True,0
Female,0,True,True,71,False,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),59.7,4122.65,False,0
Male,1,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.0,181.7,True,1
Female,0,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Electronic check,105.5,7544,False,0
Female,1,False,False,4,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.8,442.85,True,1
Female,1,False,False,30,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,False,Credit card (automatic),91.7,2758.15,True,0
Male,1,False,False,14,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),90.45,1266.1,True,1
Male,0,False,True,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.3,93.3,True,1
Male,0,False,True,62,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Bank transfer (automatic),56.15,3487.95,False,0
Male,0,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,84.2,False,0
Male,0,True,True,42,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),48.15,2032.3,False,0
Female,1,True,True,40,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.55,3640.45,True,1
Male,1,True,False,6,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,84.2,519.15,True,1
Female,0,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.95,137.95,True,1
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.75,19.75,False,1
Female,0,True,True,23,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.6,514.75,False,0
Female,0,False,True,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,49.9,49.9,False,1
Female,1,False,False,3,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.4,205.05,True,1
Female,0,True,False,18,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),95.95,1745.5,False,1
Female,0,False,False,9,False,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,40.75,359.4,False,0
Female,0,True,False,42,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),84.35,3571.6,False,0
Male,0,True,False,62,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,True,Credit card (automatic),38.6,2345.55,False,0
Female,0,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.7,129.55,False,0
Male,0,False,False,30,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),94.3,2679.7,False,1
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,20.4,False,1
Male,0,True,True,69,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.2,1376.5,False,0
Male,0,True,True,63,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),74.5,4674.55,False,0
Female,0,False,False,41,True,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,True,Electronic check,68.6,2877.05,False,0
Female,0,False,False,66,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,True,Bank transfer (automatic),88.9,6000.1,False,0
Male,0,True,False,59,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,106.75,6252.9,True,0
Male,0,False,False,7,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.65,322.5,False,1
Male,0,False,False,9,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,44.4,348.15,False,1
Female,0,True,True,72,False,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),53.65,3784,False,0
Female,0,False,False,7,True,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,66.85,458.1,False,1
Male,0,True,True,63,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,75.7,4676.7,False,0
Female,0,False,False,25,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.75,692.1,True,0
Male,0,True,True,63,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),80.3,4896.35,False,0
Male,0,False,False,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.45,638.55,False,0
Female,0,False,False,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.45,830.85,True,1
Female,0,False,False,29,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,31.2,926.2,False,0
Male,0,True,True,55,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),90.4,5099.15,False,0
Male,0,False,True,13,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),52.1,670.65,False,0
Male,0,True,True,64,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,81.05,5135.35,False,0
Male,1,True,True,34,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,108.9,3625.2,False,1
Female,0,True,True,69,True,No,DSL,No,Yes,Yes,Yes,No,No,One year,False,Bank transfer (automatic),59.1,4134.7,False,0
Female,0,False,False,29,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,False,Credit card (automatic),58.0,1734.5,False,0
Male,0,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),114.75,7842.3,False,0
Male,1,True,True,61,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Electronic check,99.0,5969.3,False,0
Male,0,True,False,49,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,True,Electronic check,94.8,4690.65,False,0
Male,0,False,True,47,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,55.3,2654.05,False,0
Male,0,False,False,65,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,109.15,6941.2,True,0
Female,0,True,True,22,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,39.2,849.9,False,0
Male,0,True,True,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,81.05,81.05,False,1
Female,0,True,False,58,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),102.1,5885.4,True,0
Male,1,True,False,29,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,False,Bank transfer (automatic),90.1,2656.7,False,0
Female,1,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.45,70.45,True,1
Male,0,True,True,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,90.35,434.5,False,1
Male,0,False,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.6,471.85,False,0
Male,0,True,True,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,False,Bank transfer (automatic),105.25,7609.75,False,0
Male,0,False,False,31,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),72.45,2156.25,False,0
Male,0,False,False,2,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,79.45,145.15,False,1
Female,0,False,True,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.7,24.7,False,1
Male,0,True,True,54,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,105.2,5637.85,False,1
Female,1,False,False,67,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,54.9,3725.5,False,0
Female,0,True,False,53,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),106.1,5769.75,True,1
Female,0,True,False,62,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,113.95,6891.4,False,0
Female,1,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.3,89.3,False,1
Male,1,False,False,60,True,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,True,Electronic check,71.75,4374.55,False,0
Female,0,True,True,24,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Bank transfer (automatic),83.15,2033.05,False,0
Female,0,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),88.05,6520.8,False,0
Female,0,False,False,15,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.0,1505.45,False,1
Female,1,True,True,22,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Bank transfer (automatic),85.35,1961.6,False,1
Female,1,True,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,24.8,24.8,True,1
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.2,69.2,True,1
Male,0,False,True,63,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),40.6,2588.95,False,0
Male,0,True,True,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.25,488.25,False,0
Male,0,False,False,30,True,No,DSL,Yes,No,Yes,No,No,No,Two year,True,Mailed check,55.65,1653.85,False,0
Male,1,True,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.4,74.4,True,1
Female,0,False,False,13,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,False,Bank transfer (automatic),67.8,842.25,False,0
Female,0,True,True,48,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),105.25,4997.5,False,1
Male,0,False,False,32,True,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),87.65,2766.4,False,0
Female,0,False,False,16,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.75,1129.35,False,1
Male,0,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.85,81,True,1
Male,1,False,False,57,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),79.75,4438.2,False,0
Female,0,False,False,8,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,29.25,226.95,False,0
Male,0,False,False,41,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,51.35,2075.1,False,0
Male,1,True,False,33,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),100.6,3270.25,False,1
Female,0,True,True,69,False,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,True,Credit card (automatic),43.95,2960.1,False,0
Female,0,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,49.9,49.9,False,1
Female,0,True,False,60,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.8,6640.7,False,0
Female,0,True,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,21.0,697.7,False,0
Male,0,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,25.15,25.15,True,1
Male,0,False,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.25,208,False,0
Male,0,True,True,23,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,False,Mailed check,86.8,1940.8,False,0
Female,1,True,False,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.6,727.8,False,0
Female,0,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.05,1709.15,False,0
Female,0,True,True,35,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),59.45,2136.9,False,0
Female,0,True,False,31,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,49.2,1498.55,False,0
Male,1,True,False,4,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,29.9,118.25,False,1
Male,0,True,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.25,174.7,False,0
Male,0,True,False,50,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,False,Electronic check,99.4,5059.75,False,0
Male,1,False,False,35,True,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,73.0,2471.25,False,0
Female,0,True,False,7,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,81.1,576.65,True,1
Male,0,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,144,False,1
Male,0,True,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),44.7,44.7,True,1
Female,0,False,True,31,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),86.55,2697.4,True,1
Male,0,False,False,1,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,29.15,29.15,False,1
Female,0,False,False,33,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),70.4,2406.1,False,1
Male,0,False,False,8,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer (automatic),84.5,662.65,True,1
Male,0,False,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,114.6,7882.5,False,0
Female,0,False,False,60,True,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,True,Credit card (automatic),70.15,4224.7,False,0
Male,1,True,False,14,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,75.1,1013.35,False,1
Male,0,True,True,42,True,No,DSL,Yes,No,No,Yes,No,Yes,One year,False,Credit card (automatic),63.7,2763.35,False,0
Male,0,False,True,11,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.2,893.2,False,1
Female,0,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),105.0,7589.8,False,0
Male,0,False,True,53,True,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,False,Electronic check,95.95,5036.9,False,0
Female,0,False,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.65,270.6,False,0
Male,1,True,False,57,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),95.25,5427.05,True,0
Female,0,True,False,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,88.9,454.15,True,1
Female,0,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.15,45.15,True,1
Male,1,True,False,52,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.1,5376.4,False,1
Female,1,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.5,106.8,False,0
Female,0,False,False,9,True,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),59.5,530.05,False,1
Female,0,False,False,27,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Mailed check,78.2,2078.95,False,0
Female,0,False,False,28,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,80.6,2244.95,False,1
Male,0,False,False,54,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Mailed check,69.9,3883.3,False,0
Female,0,True,False,72,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),82.65,5919.35,False,0
Male,0,True,False,14,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.15,1139.2,True,1
Female,1,True,False,68,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),89.6,6127.6,True,0
Female,0,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),87.95,6365.35,False,0
Male,0,True,True,28,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,85.45,2289.9,False,1
Female,0,False,False,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.65,958.1,False,0
Male,1,True,True,56,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),104.55,5794.65,True,0
Male,0,False,True,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.85,90.85,True,1
Female,0,False,False,60,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.9,6396.45,True,0
Female,0,True,False,71,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),80.7,5705.05,False,0
Female,0,False,False,1,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,False,Mailed check,35.05,35.05,True,1
Male,0,False,False,49,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),106.65,5168.1,False,1
Male,1,False,False,23,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.4,2483.5,True,1
Female,0,False,False,3,True,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,57.55,161.45,False,1
Male,1,False,False,30,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,74.75,2111.3,False,0
Female,1,True,True,62,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Credit card (automatic),96.1,6019.35,False,0
